"Guid","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingEmail__c","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","CorporateLocations__c","Custom_Account_Picklist__c","Description","Fax","FranchiseLocations__c","Industry","IsCustomerPortal","Jigsaw","Name","NumberOfEmployees","ParentId","Phone","SBQQ__AssetQuantitiesCombined__c","SBQQ__CoTermedContractsCombined__c","SBQQ__CoTerminationEvent__c","SBQQ__ContractCoTermination__c","SBQQ__IgnoreParentContractedPrices__c","SBQQ__PreserveBundle__c","SBQQ__PriceHoldEnd__c","SBQQ__RenewalModel__c","SBQQ__RenewalPricingMethod__c","SBQQ__TaxExempt__c","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","TaxID__c","Test_Field__c","Type","Website","blng__CustomerProfileId__c","blng__DefaultPaymentType__c","ccrz__CustomField1__c","ccrz__CustomField2__c","ccrz__DataId__c","ccrz__PreventAddrBookSave__c","ccrz__PreventNewAddrCheckout__c","ccrz__PreventNewBillAddrCO__c","ccrz__SourceSystem__c","ccrz__TaxExemptAccount__c","ccrz__UsedByCloudcraze__c"
bdf514b8-b4bf-46c4-8235-cc45d787eeef,"#N/A",9.43474187E8,Woollahra,Australia,"#N/A","#N/A","#N/A","#N/A",2025,NSW,6 Rush St,"#N/A","#N/A",Rouster and Sideways is the leader in Insurance in Woollahra,"#N/A","#N/A",Insurance,false,"#N/A",Browsecat,"#N/A","#N/A",(02) 8325 6428,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Woollahra,Australia,"#N/A","#N/A","#N/A",2025,NSW,6 Rush St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
be51c8d0-7ab7-449d-87cb-a0b113530691,"#N/A",9.0033E10,San Francisco,United States,"#N/A","#N/A","#N/A","#N/A",94104-1205,CA,420 Montgomery St Frnt,"#N/A","#N/A",Cryptocurrents is the leader in Financial Services in San Francisco,"#N/A","#N/A",Financial Services,false,"#N/A",Trunyx,"#N/A","#N/A",1.866.878.5865,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",420 Montgomery St Frnt,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
be7bc7e1-8ff3-4f04-b9c1-906ca29571a8,"#N/A","#N/A",Toronto,Canada,accounting@globalmedia.com,"#N/A","#N/A","#N/A",L4B 1Y3,Ontario,150 Chestnut Street,2.0,"#N/A","GBM is the worldwide leader in technology news and information on the Web and the producer of the longest-running and farthest-reaching television shows about technology. GBM's network of sites combines breakthrough interactive technology with engaging content and design and is consistently ranked as the Internet's leading content network in terms of both audience size and revenue, serving millions of users each day. The company's television programming is broadcast by the USA Network and the Sci-Fi Channel to more than 70 million households and is syndicated to broadcast television stations in the nation's top 120 markets, including the top 10 markets.","#N/A",0.0,Corporate Office,false,"#N/A",Global Media,14668,"#N/A",(905) 555-1212,false,false,"#N/A","#N/A",false,true,"#N/A",Contract Based,"#N/A","#N/A",Toronto,Canada,"#N/A","#N/A","#N/A",L4B 1Y3,Ontario,150 Chestnut Street,"#N/A",12-3456789,"#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
bf2489c3-15e7-4853-ade7-54c50d7eeabc,"#N/A",4.8778E10,Midland,United States,"#N/A","#N/A","#N/A","#N/A",48674-1500,MI,2030 Dow Ctr,"#N/A","#N/A",Computico Labs is the leader in Technology in Midland,"#N/A","#N/A",Technology,false,"#N/A",Kamba,"#N/A","#N/A",1.989.636.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
bf57babb-ade7-4484-8d9a-88c3160bcc0d,"#N/A",2.8987E10,New York,United States,"#N/A","#N/A","#N/A","#N/A",10036-8701,NY,1211 Ave of The Americas,"#N/A","#N/A",Enginomics is the leader in Automotive in New York,"#N/A","#N/A",Automotive,false,"#N/A",Twiyo,"#N/A","#N/A",1.212.852.7000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",178 Campbell Parade,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c0b01bd2-8806-4f72-ac02-d5dfba54d444,"#N/A",4.3025852E10,Irvine,United States,"#N/A","#N/A","#N/A","#N/A",92612-0697,CA,3351 Michelson Dr Ste 100,"#N/A","#N/A",Abilitech Software Solutions is the leader in Technology in Irvine,"#N/A","#N/A",Technology,false,"#N/A",Kwimbee,"#N/A","#N/A",1.714.566.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3351 Michelson Dr Ste 100,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c0c60549-14df-4f39-8998-8126645b83ba,"#N/A",4.528576E8,North Sydney,Australia,"#N/A","#N/A","#N/A","#N/A",2060,NSW,54 McLaren Street,"#N/A","#N/A",Demo Company is the leader in Consulting in North Sydney,"#N/A","#N/A",Consulting,false,"#N/A",Topiclounge,"#N/A","#N/A",(02) 8592 7342,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,North Sydney,Australia,"#N/A","#N/A","#N/A",2060,NSW,54 McLaren Street,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c0fd37d5-2479-47ce-934d-6c2aa1814d38,"#N/A",5.4289E10,Louisville,United States,"#N/A","#N/A","#N/A","#N/A",40202-4268,KY,500 W Main St Ste 300,"#N/A","#N/A",Ankh-Sto Associates is the leader in Apparel in Louisville,"#N/A","#N/A",Apparel,false,"#N/A",Topicblab,"#N/A","#N/A",1.502.580.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Louisville,US,"#N/A","#N/A","#N/A",40214-0601,KY,P.O. BOX 14601,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c14e8978-df27-4133-b16d-a27584a267af,"#N/A",4.9161E10,San Jose,United States,"#N/A","#N/A","#N/A","#N/A",95134-1706,CA,170 W Tasman Dr,"#N/A","#N/A",Franklin Research College is the leader in Higher Education in San Jose,"#N/A","#N/A",Higher Education,false,"#N/A",Oozz,"#N/A","#N/A",1.408.526.4000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c185dd8a-d62e-480c-a8ff-046826e9e098,"#N/A",2.9636E10,Deerfield,United States,"#N/A","#N/A","#N/A","#N/A",60015-2565,IL,3 Parkway N Ste 300,"#N/A","#N/A",SWD Logistics is the leader in Transportation in Deerfield,"#N/A","#N/A",Transportation,false,"#N/A",Dynava,"#N/A","#N/A",1.847.943.4000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",23 Lundy Av,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c446c9a9-e2a4-4736-937e-a419a2d2913f,"#N/A",1.27207233E8,Warradale,Australia,"#N/A","#N/A","#N/A","#N/A",5046,SA,140 Diagonal Rd,"#N/A","#N/A",Charles Townsend Agency is the leader in Apparel in Warradale,"#N/A","#N/A",Apparel,false,"#N/A",Gabcube,"#N/A","#N/A",(08) 8985 7724,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Warradale,Australia,"#N/A","#N/A","#N/A",5046,SA,140 Diagonal Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c5257b06-4c38-4d95-a022-497eb80d6bb8,"#N/A",1.46231103E8,Kensington,Australia,"#N/A","#N/A","#N/A","#N/A",1465,NSW,4/81 Doncaster Av,"#N/A","#N/A",SB North is the leader in Healthcare in Kensington,"#N/A","#N/A",Healthcare,false,"#N/A",Quire,"#N/A","#N/A",(02) 6721 8929,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Kensington,Australia,"#N/A","#N/A","#N/A",1465,NSW,4/81 Doncaster Av,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c738da28-05b6-4197-92d3-d9fe6d37a1d5,"#N/A",2.8711E10,San Antonio,United States,"#N/A","#N/A","#N/A","#N/A",78259-1834,TX,19100 Ridgewood Pkwy,"#N/A","#N/A",General Products is the leader in Consumer Goods in San Antonio,"#N/A","#N/A",Consumer Goods,false,"#N/A",Pixoboo,"#N/A","#N/A",1.210.626.6000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Cary,US,"#N/A","#N/A","#N/A",27512-8016,NC,P.O. BOX 8016,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c7cb5c51-9e3c-40e1-b043-598a65eb78ed,"#N/A",1.5566896E7,Flushing,United States,"#N/A","#N/A","#N/A","#N/A",11355,NY,066 Grayhawk Road,"#N/A","#N/A","#N/A","#N/A","#N/A",Utilities,false,"#N/A",Wordware,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c8caee62-338b-48c6-ad2e-0a82255cc739,"#N/A",7.6279E10,Cincinnati,United States,"#N/A","#N/A","#N/A","#N/A",45202-3393,OH,1 Procter and Gamble Plz,"#N/A","#N/A",ADM Goods is the leader in Consumer Goods in Cincinnati,"#N/A","#N/A",Consumer Goods,false,"#N/A",Voonix,"#N/A","#N/A",1.513.983.1100,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Cincinnati,US,"#N/A","#N/A","#N/A",45201-0599,OH,P.O. BOX 599,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
c91266b9-e30f-4f2e-add9-9dd0d47cf307,"#N/A",1.5240896511E10,Columbus,United States,"#N/A","#N/A","#N/A","#N/A",43215-2226,OH,1 Nationwide Plz,"#N/A","#N/A",Polimarc Inc. is the leader in Media in Columbus,"#N/A","#N/A",Media,false,"#N/A",Zoonoodle,"#N/A","#N/A",1.614.249.7111,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Columbus,US,"#N/A","#N/A","#N/A",43218-2171,OH,P.O. BOX 182171,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
cb6aebaa-c967-4183-a5cf-069d5140c29f,"#N/A",3.0935E10,Houston,United States,"#N/A","#N/A","#N/A","#N/A",77079-1100,TX,600 N Dairy Ashford Rd,"#N/A","#N/A","Optimetrics, LLC is the leader in Technology in Houston","#N/A","#N/A",Technology,false,"#N/A",Browsebug,"#N/A","#N/A",1.281.293.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Houston,US,"#N/A","#N/A","#N/A",77252-2197,TX,P.O. BOX 2197,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
ccd3f709-0118-4241-9953-1ab2b161d13e,"#N/A",1.01006E11,New York,United States,"#N/A","#N/A","#N/A","#N/A",10017-2014,NY,270 Park Ave,"#N/A","#N/A",Human Rights Defense Fund is the leader in Non Profit in New York,"#N/A","#N/A",Non Profit,false,"#N/A",Jetpulse,"#N/A","#N/A",1.212.270.6000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d1018c4a-7bd2-4994-941e-feb61af6ab71,"#N/A",7.91565E10,Indianapolis,United States,"#N/A","#N/A","#N/A","#N/A",46204-4902,IN,120 Monument Cir Ste 200,"#N/A","#N/A",Kellerman Corp. is the leader in Consumer Goods in Indianapolis,"#N/A","#N/A",Consumer Goods,false,"#N/A",Rhynyx,"#N/A","#N/A",1.317.488.6000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d2c3bdca-d604-4a54-afc9-f9467307e7e2,"#N/A",7.40417719E8,Fairfield,Australia,"#N/A","#N/A","#N/A","#N/A",4103,QLD,40 Archibald St,"#N/A","#N/A",Mooby Corp is the leader in Chemicals in Fairfield,"#N/A","#N/A",Chemicals,false,"#N/A",Skalith,"#N/A","#N/A",(07) 8503 6141,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Fairfield,Australia,"#N/A","#N/A","#N/A",4103,QLD,40 Archibald St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d309a6d5-4bc4-4b66-bbc2-bdaf3f82a8ad,"#N/A",6.52105621E8,Ettalong Beach,Australia,"#N/A","#N/A","#N/A","#N/A",2257,NSW,356 Ocean View Rd,"#N/A","#N/A",Mainway Toys is the leader in Retail in Ettalong Beach,"#N/A","#N/A",Retail,false,"#N/A",Podcat,"#N/A","#N/A",(02) 7575 8703,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Ettalong Beach,Australia,"#N/A","#N/A","#N/A",2257,NSW,356 Ocean View Rd,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d34ac62c-c793-4678-a39d-393cdb13ac41,"#N/A",1.35962E11,Chesterbrook,United States,"#N/A","#N/A","#N/A","#N/A",19087-5594,PA,1300 Morris Dr Ste 100,"#N/A","#N/A",Apogee Corp. is the leader in Manufacturing in Chesterbrook,"#N/A","#N/A",Manufacturing,false,"#N/A",Divavu,"#N/A","#N/A",1.610.727.7000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Valley Forge,US,"#N/A","#N/A","#N/A",19482-0959,PA,P.O. BOX 959,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d3b1b59b-540f-43bd-802d-3371a1fbcb48,"#N/A",9.02787175E8,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,"#N/A","#N/A",Extensive Enterprise is the leader in Construction in Melbourne,"#N/A","#N/A",Construction,false,"#N/A",Zoovu,"#N/A","#N/A",(03) 8967 7597,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d3c74784-afb5-4c4d-8e23-43ae7d0c4fc4,"#N/A",5.45137679E8,Bibra Lake,Australia,"#N/A","#N/A","#N/A","#N/A",6163,WA,13 Joshua Cl,"#N/A","#N/A",PK North is the leader in Healthcare in Bibra Lake,"#N/A","#N/A",Healthcare,false,"#N/A",Jazzy,"#N/A","#N/A",(08) 7593 7049,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Bibra Lake,Australia,"#N/A","#N/A","#N/A",6163,WA,13 Joshua Cl,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d3e5645a-9773-4aea-a9df-8a077fed10e6,"#N/A",6.3491E10,Mc Lean,United States,"#N/A","#N/A","#N/A","#N/A",22102-3107,VA,8200 Jones Branch Dr,"#N/A","#N/A",Decorum Interior Design is the leader in Hospitality in Mc Lean,"#N/A","#N/A",Hospitality,false,"#N/A",Tagtune,"#N/A","#N/A",1.703.903.2000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d4218481-8388-40da-bd8b-ceeb49daf34f,"#N/A",2.9111322E7,Savannah,United States,"#N/A","#N/A","#N/A","#N/A",31410,GA,50137 Brickson Park Alley,"#N/A","#N/A","#N/A","#N/A","#N/A",Consulting,false,"#N/A",Pixope,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d4fa4a83-8d25-41ab-964b-f2caa48c42d0,"#N/A",4.93945873E8,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,"#N/A","#N/A",PK South is the leader in Healthcare in Bacchus Marsh,"#N/A","#N/A",Healthcare,false,"#N/A",Gigaclub,"#N/A","#N/A",(03) 6472 8807,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Bacchus Marsh,Australia,"#N/A","#N/A","#N/A",3340,VIC,57 Clifton Dr,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d9c1a83b-c97b-4395-81c8-c48845937f7f,"#N/A",3.9208E10,New York,United States,"#N/A","#N/A","#N/A","#N/A",10282-2198,NY,200 West St Bldg 200,"#N/A","#N/A","Voltronics, Inc. is the leader in Energy in New York","#N/A","#N/A",Energy,false,"#N/A",Buzzbean,"#N/A","#N/A",1.212.902.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
d9fdf6ef-b027-4a49-8080-4001d7118702,"#N/A",5.0687142E10,Bloomington,United States,"#N/A","#N/A","#N/A","#N/A",61710-0001,IL,1 State Farm Plz,"#N/A","#N/A",Delphi Energy is the leader in Energy in Bloomington,"#N/A","#N/A",Energy,false,"#N/A",Pixonyx,"#N/A","#N/A",1.309.766.2311,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
da1a4ac5-8b76-4704-89aa-98bd83423ef9,"#N/A",3.9528E10,Richfield,United States,"#N/A","#N/A","#N/A","#N/A",55423-3683,MN,7601 Penn Ave S,"#N/A","#N/A","Kustodial Services, LLC is the leader in Services in Richfield","#N/A","#N/A",Services,false,"#N/A",Avaveo,"#N/A","#N/A",1.612.291.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
db8b2ea2-87fb-4dc8-8c3f-3a8870478e97,"#N/A",3.4292E10,Dallas,United States,"#N/A","#N/A","#N/A","#N/A",75225-6142,TX,8111 Westchester Dr # 600,"#N/A","#N/A",Mammoth Pictures is the leader in Media in Dallas,"#N/A","#N/A",Media,false,"#N/A",Fliptune,"#N/A","#N/A",1.214.981.0700,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
dc362471-c82d-4313-9e25-2659180acf9a,"#N/A","#N/A",San Francisco,USA,ap@salesforce.com,"#N/A","#N/A","#N/A",94105,CA,"The Landmark @ One Market, Suite 300",33.0,"#N/A","Founded in March 1999, salesforce.com (http://www.salesforce.com) builds and delivers customer relationship management (CRM) applications as scalable online services. The salesforce.com product suite - Team Edition, Professional Edition, Enterprise Edition, Wireless Edition and Offline Edition - gives companies of all sizes a complete 360-degree view of the customer. The company's award-winning CRM solutions provide integrated online sales force automation, customer service and support management, and marketing automation applications to help companies meet the complex challenges of global customer communication. Salesforce.com has received considerable recognition in the industry, including Editors' Choice and two Five-Star ratings from PC Magazine, two Deploy Awards from InfoWorld, Red Herring 100, Upside Hot 100, Investor's Choice Award from Enterprise Outlook, Editors' Choice from TMCLabs, Top 10 CRM Implementation from Aberdeen Group, and InfoWorld's 2001 CRM Technology of the Year. Founded in 1999, salesforce.com is headquartered in San Francisco, with offices in Europe and Asia.",(415) 901-7040,0.0,Corporate Office,false,"#N/A",salesforce.com,"#N/A","#N/A",(415) 901-7000,false,false,"#N/A","#N/A",false,true,"#N/A",Contract Based,"#N/A","#N/A",San Francisco,USA,"#N/A","#N/A","#N/A",94105,CA,"The Landmark @ One Market, Suite 300","#N/A",12-3456789,"#N/A",Prospect,http://www.salesforce.com,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
df8ddbcb-0c9d-48ba-8637-2bf134a2c6ab,"#N/A",8.0231577E7,Bavaria,Germany,"#N/A","#N/A","#N/A","#N/A",80333,Munich,Wittelsbacherplatz 2,"#N/A","#N/A",Virtucon is the leader in Banking in Bavaria,"#N/A","#N/A",Banking,false,"#N/A",Aivee,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",6/10 Mount St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
e115f42c-f19d-4251-9b73-ba6ba2f777f4,"#N/A","#N/A","#N/A","#N/A",billing@popeyes.co,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",30.0,"#N/A","#N/A","#N/A",3072.0,Restaurant,false,"#N/A",Popeyes,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12-3456789,"#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
e1c4b5bd-94f3-4305-b4e2-a424f8f09bb8,"#N/A",8.0231577E7,Caringbah,Australia,"#N/A","#N/A","#N/A","#N/A",1495,NSW,10/33-37 Gannons Rd,"#N/A","#N/A",Nick Ciapetta Hospital is the leader in Healthcare in Caringbah,"#N/A","#N/A",Healthcare,false,"#N/A",Twimm,"#N/A","#N/A",(02) 6905 6165,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Caringbah,Australia,"#N/A","#N/A","#N/A",1495,NSW,10/33-37 Gannons Rd,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
e53fb20f-5dcb-4c09-b998-e22c5582bdcf,"#N/A",4.7011E10,Peoria,United States,"#N/A","#N/A","#N/A","#N/A",61629-0002,IL,100 Ne Adams St,"#N/A","#N/A",Carthage Automotive is the leader in Automotive in Peoria,"#N/A","#N/A",Automotive,false,"#N/A",Oloo,"#N/A","#N/A",1.309.675.1000,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
e549f7c5-9756-4bd5-a964-390095abfefd,"#N/A",3.85068818E8,Cranbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3977,VIC,40 Toirram Cr,"#N/A","#N/A",Monarch Playing Card Co. is the leader in Education in Cranbourne,"#N/A","#N/A",Education,false,"#N/A",Bubblemix,"#N/A","#N/A",(03) 7305 6379,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Cranbourne,Australia,"#N/A","#N/A","#N/A",3977,VIC,40 Toirram Cr,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
e812f866-ede6-4b13-9e43-fb07295eb92a,"#N/A",4.33338781E8,Docklands,Australia,"#N/A","#N/A","#N/A","#N/A",3008,VIC,50 Kerra Way,"#N/A","#N/A",Gizmonic Institute is the leader in Media in Docklands,"#N/A","#N/A",Media,false,"#N/A",Ooba,"#N/A","#N/A",(03) 6257 7887,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Docklands,Australia,"#N/A","#N/A","#N/A",3008,VIC,50 Kerra Way,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
e8a4b82e-8940-4050-90c1-67015305af25,"#N/A",2.35005519E8,Cecil Hills,Australia,"#N/A","#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,"#N/A","#N/A",NC North is the leader in Healthcare in Cecil Hills,"#N/A","#N/A",Healthcare,false,"#N/A",Thoughtworks,"#N/A","#N/A",(02) 8210 6814,false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,Cecil Hills,Australia,"#N/A","#N/A","#N/A",2171,NSW,19 Airlie Cr,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
e941a11c-31cf-46cf-8cd2-34c3f743f652,"#N/A",1.58331476E8,London,United Kingdom,"#N/A","#N/A","#N/A","#N/A",SE1 7NA,"#N/A",Shell Centre,"#N/A","#N/A",Videlectrix is the leader in Electronics,"#N/A","#N/A",Electronics,false,"#N/A",Livefish,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,"#N/A",false,false
